content,sentimen,aspek,content_clean,content_casefolded,content_normalized,content_stopword,content_tokens,clean_text,content_stemmed
"Bagus sih banyak promo menarik Tapi Riwayat transaksi masih ga sinkron. Uang keluar masuk ga tercatat sepenuhnya. Masih oke apk yang lama. Semoga lekas diperbaiki, Komentar 21/12/2024",Positive,Tampilan,Bagus sih banyak promo menarik Tapi Riwayat transaksi masih ga sinkron Uang keluar masuk ga tercatat sepenuhnya Masih oke apk yang lama Semoga lekas diperbaiki Komentar,bagus sih banyak promo menarik tapi riwayat transaksi masih ga sinkron uang keluar masuk ga tercatat sepenuhnya masih oke apk yang lama semoga lekas diperbaiki komentar,bagus sih banyak promo menarik tapi riwayat transaksi masih tidak sinkron uang keluar masuk tidak tercatat sepenuhnya masih oke aplikasi yang lama semoga lekas diperbaiki komentar,bagus sih promo menarik riwayat transaksi masih tidak sinkron uang masuk tidak tercatat sepenuhnya masih oke lama semoga lekas diperbaiki komentar,"['bagus', 'sih', 'promo', 'menarik', 'riwayat', 'transaksi', 'masih', 'tidak', 'sinkron', 'uang', 'masuk', 'tidak', 'tercatat', 'sepenuhnya', 'masih', 'oke', 'lama', 'semoga', 'lekas', 'diperbaiki', 'komentar']",bagus sih promo menarik riwayat transaksi masih tidak sinkron uang masuk tidak tercatat sepenuhnya masih oke lama semoga lekas diperbaiki komentar,"['bagus', 'sih', 'promo', 'menarik', 'riwayat', 'transaksi', 'masih', 'tidak', 'sinkron', 'uang', 'masuk', 'tidak', 'catat', 'sepenuh', 'masih', 'oke', 'lama', 'moga', 'lekas', 'diperbaiki', 'komentar']"
"Aplikasinya keren banget cuy, fiturnya lengkap dan gampang banget dipahami. Semua fungsi berjalan mulus tanpa hambatan, jadi bikin nyaman buat dipakai setiap hari. Desainnya juga enak dilihat, simpel tapi tetap modern. Yang bikin makin oke sih, aplikasi ini beneran nge-support kebutuhan gw sehari-hari. Mantap banget, lanjut terus pengembangannya min!",Positive,Tampilan,Aplikasinya keren banget cuy fiturnya lengkap dan gampang banget dipahami Semua fungsi berjalan mulus tanpa hambatan jadi bikin nyaman buat dipakai setiap hari Desainnya juga enak dilihat simpel tapi tetap modern Yang bikin makin oke sih aplikasi ini beneran nge support kebutuhan gw sehari hari Mantap banget lanjut terus pengembangannya min,aplikasinya keren banget cuy fiturnya lengkap dan gampang banget dipahami semua fungsi berjalan mulus tanpa hambatan jadi bikin nyaman buat dipakai setiap hari desainnya juga enak dilihat simpel tapi tetap modern yang bikin makin oke sih aplikasi ini beneran nge support kebutuhan gw sehari hari mantap banget lanjut terus pengembangannya min,aplikasinya keren banget cuy fiturnya lengkap dan gampang banget dipahami semua fungsi berjalan mulus tanpa hambatan jadi membuat nyaman buat dipakai setiap hari desainnya juga enak dilihat simpel tapi tetap modern yang membuat semakin oke sih aplikasi ini benaran nge support kebutuhan gue sehari hari mantap banget lanjut terus pengembangannya admin,keren banget cuy fiturnya lengkap gampang banget dipahami fungsi berjalan mulus tanpa hambatan nyaman dipakai desainnya enak simpel modern oke sih benaran nge support kebutuhan gue sehari mantap banget pengembangannya admin,"['keren', 'banget', 'cuy', 'fiturnya', 'lengkap', 'gampang', 'banget', 'dipahami', 'fungsi', 'berjalan', 'mulus', 'tanpa', 'hambatan', 'nyaman', 'dipakai', 'desainnya', 'enak', 'simpel', 'modern', 'oke', 'sih', 'benaran', 'nge', 'support', 'kebutuhan', 'gue', 'sehari', 'mantap', 'banget', 'pengembangannya', 'admin']",keren banget cuy fiturnya lengkap gampang banget dipahami fungsi berjalan mulus tanpa hambatan nyaman dipakai desainnya enak simpel modern oke sih benaran nge support kebutuhan gue sehari mantap banget pengembangannya admin,"['keren', 'banget', 'cuy', 'fiturnya', 'lengkap', 'gampang', 'banget', 'paham', 'fungsi', 'jalan', 'mulus', 'tanpa', 'hambat', 'nyaman', 'pakai', 'desain', 'enak', 'simpel', 'modern', 'oke', 'sih', 'benar', 'nge', 'support', 'butuh', 'gue', 'hari', 'mantap', 'banget', 'kembang', 'admin']"
"Nah suruh migrasi tapi belum siap, tarik tunai ATM, pembayaran menggunakan QRIS, isi E-wallet dengan nominal diatas 2juta juga tidak bisa, tampilan juga lebih simple yang BNI mobile banking.. Terlalu banyak menu jendela untuk 1 menu. Perbaiki segera buat susah kami pengguna!",Negative,Tampilan,Nah suruh migrasi tapi belum siap tarik tunai ATM pembayaran menggunakan QRIS isi E wallet dengan nominal diatas juta juga tidak bisa tampilan juga lebih simple yang BNI mobile banking Terlalu banyak menu jendela untuk  menu Perbaiki segera buat susah kami pengguna,nah suruh migrasi tapi belum siap tarik tunai atm pembayaran menggunakan qris isi e wallet dengan nominal diatas juta juga tidak bisa tampilan juga lebih simple yang bni mobile banking terlalu banyak menu jendela untuk  menu perbaiki segera buat susah kami pengguna,nah suruh migrasi tapi belum siap tarik tunai ATM pembayaran menggunakan QRIS isi e wallet dengan nominal diatas juta juga tidak bisa tampilan juga lebih simpel yang bni mobile banking terlalu banyak menu jendela untuk menu perbaiki segera buat susah kami pengguna,suruh migrasi belum tarik tunai ATM pembayaran QRIS isi e wallet nominal diatas juta tidak bisa tampilan lebih simpel mobile banking menu jendela menu perbaiki susah pengguna,"['suruh', 'migrasi', 'belum', 'tarik', 'tunai', 'ATM', 'pembayaran', 'QRIS', 'isi', 'e', 'wallet', 'nominal', 'diatas', 'juta', 'tidak', 'bisa', 'tampilan', 'lebih', 'simpel', 'mobile', 'banking', 'menu', 'jendela', 'menu', 'perbaiki', 'susah', 'pengguna']",suruh migrasi belum tarik tunai ATM pembayaran QRIS isi e wallet nominal diatas juta tidak bisa tampilan lebih simpel mobile banking menu jendela menu perbaiki susah pengguna,"['suruh', 'migrasi', 'belum', 'tarik', 'tunai', 'atm', 'bayar', 'qris', 'isi', 'e', 'wallet', 'nominal', 'atas', 'juta', 'tidak', 'bisa', 'tampilan', 'lebih', 'simpel', 'mobile', 'banking', 'menu', 'jendela', 'menu', 'baik', 'susah', 'guna']"
"Good job wondr! ðŸ‘ Aplikasinya ringan, tampilan simpel, enak dilihat dan di pakenya. Selalu lancar si selama pakai, ngga pakai loading. Pokoknya suka, fiturnya lengkap gampang di mengerti.",Positive,Tampilan,Good job wondr  Aplikasinya ringan tampilan simpel enak dilihat dan di pakenya Selalu lancar si selama pakai ngga pakai loading Pokoknya suka fiturnya lengkap gampang di mengerti,good job wondr  aplikasinya ringan tampilan simpel enak dilihat dan di pakenya selalu lancar si selama pakai ngga pakai loading pokoknya suka fiturnya lengkap gampang di mengerti,good job wondr aplikasinya ringan tampilan simpel enak dilihat dan di pakenya selalu lancar sih selama pakai tidak pakai loading pokoknya sering fiturnya lengkap gampang di mengerti,good job ringan tampilan simpel enak pakenya lancar sih pakai tidak pakai loading pokoknya sering fiturnya lengkap gampang mengerti,"['good', 'job', 'ringan', 'tampilan', 'simpel', 'enak', 'pakenya', 'lancar', 'sih', 'pakai', 'tidak', 'pakai', 'loading', 'pokoknya', 'sering', 'fiturnya', 'lengkap', 'gampang', 'mengerti']",good job ringan tampilan simpel enak pakenya lancar sih pakai tidak pakai loading pokoknya sering fiturnya lengkap gampang mengerti,"['good', 'job', 'ringan', 'tampilan', 'simpel', 'enak', 'pakenya', 'lancar', 'sih', 'pakai', 'tidak', 'pakai', 'loading', 'pokok', 'sering', 'fiturnya', 'lengkap', 'gampang', 'erti']"
"Aplikasinya toloong lebih di perbaiki doong,,,bukan bkin simpel saat urgent malah bikin riweh dan sulit,,harus kluar masuk aplikasi krn suruh update,,sdh di coba berulang ulang tetep aj msh ga bisa,,",Negative,Tampilan,Aplikasinya toloong lebih di perbaiki doong bukan bkin simpel saat urgent malah bikin riweh dan sulit harus kluar masuk aplikasi krn suruh update sdh di coba berulang ulang tetep aj msh ga bisa,aplikasinya toloong lebih di perbaiki doong bukan bkin simpel saat urgent malah bikin riweh dan sulit harus kluar masuk aplikasi krn suruh update sdh di coba berulang ulang tetep aj msh ga bisa,aplikasinya toloong lebih di perbaiki dong bukan bikin simpel saat urgent malah membuat ribet dan sulit harus keluar masuk aplikasi karena suruh update sudah di coba berulang ulang tetap aja masih tidak bisa,toloong lebih perbaiki bikin simpel urgent ribet sulit masuk suruh update coba berulang ulang aja masih tidak bisa,"['toloong', 'lebih', 'perbaiki', 'bikin', 'simpel', 'urgent', 'ribet', 'sulit', 'masuk', 'suruh', 'update', 'coba', 'berulang', 'ulang', 'aja', 'masih', 'tidak', 'bisa']",toloong lebih perbaiki bikin simpel urgent ribet sulit masuk suruh update coba berulang ulang aja masih tidak bisa,"['toloong', 'lebih', 'baik', 'bikin', 'simpel', 'urgent', 'ribet', 'sulit', 'masuk', 'suruh', 'update', 'coba', 'ulang', 'ulang', 'aja', 'masih', 'tidak', 'bisa']"
"aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya Ibih mudah dan ga ribet, filturnyaa mudah di pahami, desainnya juga baguss dengan perpaduan warna yang cantik",Positive,Tampilan,aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya Ibih mudah dan ga ribet filturnyaa mudah di pahami desainnya juga baguss dengan perpaduan warna yang cantik,aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya ibih mudah dan ga ribet filturnyaa mudah di pahami desainnya juga baguss dengan perpaduan warna yang cantik,aplikasinya sangat membantu untuk transaksi bayar tagihan top up lainnya ibih mudah dan tidak rumit fiturnya mudah di pahami desainnya juga bagus dengan perpaduan warna yang cantik,sangat membantu transaksi bayar tagihan top up ibih mudah tidak rumit fiturnya mudah pahami desainnya bagus perpaduan warna cantik,"['sangat', 'membantu', 'transaksi', 'bayar', 'tagihan', 'top', 'up', 'ibih', 'mudah', 'tidak', 'rumit', 'fiturnya', 'mudah', 'pahami', 'desainnya', 'bagus', 'perpaduan', 'warna', 'cantik']",sangat membantu transaksi bayar tagihan top up ibih mudah tidak rumit fiturnya mudah pahami desainnya bagus perpaduan warna cantik,"['sangat', 'bantu', 'transaksi', 'bayar', 'tagih', 'top', 'up', 'ibih', 'mudah', 'tidak', 'rumit', 'fiturnya', 'mudah', 'paham', 'desain', 'bagus', 'padu', 'warna', 'cantik']"
"suka banget sama apk wondr by BNI ini karna sangat memudahkan jika ingin bertransaksi kemanapun, kapanpun dan dimanapun. fiturnya gampang diakses, tampilannya tidak membingungkan, aplikasi yang worth it untuk diinstall karna dengan memakai aplikasi ini kita ga harus bolak balik ATM/bank. terimakasih wondr by BNI love love love!!!",Positive,Tampilan,suka banget sama apk wondr by BNI ini karna sangat memudahkan jika ingin bertransaksi kemanapun kapanpun dan dimanapun fiturnya gampang diakses tampilannya tidak membingungkan aplikasi yang worth it untuk diinstall karna dengan memakai aplikasi ini kita ga harus bolak balik ATMbank terimakasih wondr by BNI love love love,suka banget sama apk wondr by bni ini karna sangat memudahkan jika ingin bertransaksi kemanapun kapanpun dan dimanapun fiturnya gampang diakses tampilannya tidak membingungkan aplikasi yang worth it untuk diinstall karna dengan memakai aplikasi ini kita ga harus bolak balik atmbank terimakasih wondr by bni love love love,sering banget sama aplikasi wondr by bni ini karena sangat memudahkan jika ingin bertransaksi kemanapun kapanpun dan dimanapun fiturnya gampang diakses tampilannya tidak membingungkan aplikasi yang worth itu untuk diinstall karena dengan memakai aplikasi ini kita tidak harus bolak balik atmbank terimakasih wondr by bni love love love,sering banget sangat memudahkan bertransaksi kemanapun dimanapun fiturnya gampang diakses tampilannya tidak membingungkan worth diinstall memakai tidak bolak atmbank terimakasih love love love,"['sering', 'banget', 'sangat', 'memudahkan', 'bertransaksi', 'kemanapun', 'dimanapun', 'fiturnya', 'gampang', 'diakses', 'tampilannya', 'tidak', 'membingungkan', 'worth', 'diinstall', 'memakai', 'tidak', 'bolak', 'atmbank', 'terimakasih', 'love', 'love', 'love']",sering banget sangat memudahkan bertransaksi kemanapun dimanapun fiturnya gampang diakses tampilannya tidak membingungkan worth diinstall memakai tidak bolak atmbank terimakasih love love love,"['sering', 'banget', 'sangat', 'mudah', 'transaksi', 'mana', 'mana', 'fiturnya', 'gampang', 'akses', 'tampil', 'tidak', 'bingung', 'worth', 'diinstall', 'pakai', 'tidak', 'bolak', 'atmbank', 'terimakasih', 'love', 'love', 'love']"
Aplikasi perbankan yang sangat membantu untuk segala transaksi. Sangat gampang dan mudah digunakan. Semoga tampilan nya lebih bagus lagi nantinya.,Positive,Tampilan,Aplikasi perbankan yang sangat membantu untuk segala transaksi Sangat gampang dan mudah digunakan Semoga tampilan nya lebih bagus lagi nantinya,aplikasi perbankan yang sangat membantu untuk segala transaksi sangat gampang dan mudah digunakan semoga tampilan nya lebih bagus lagi nantinya,aplikasi perbankan yang sangat membantu untuk segala transaksi sangat gampang dan mudah digunakan semoga tampilan ya lebih bagus lagi nantinya,perbankan sangat membantu transaksi sangat gampang mudah semoga tampilan lebih bagus,"['perbankan', 'sangat', 'membantu', 'transaksi', 'sangat', 'gampang', 'mudah', 'semoga', 'tampilan', 'lebih', 'bagus']",perbankan sangat membantu transaksi sangat gampang mudah semoga tampilan lebih bagus,"['perban', 'sangat', 'bantu', 'transaksi', 'sangat', 'gampang', 'mudah', 'moga', 'tampilan', 'lebih', 'bagus']"
"aplikasinya bagus,tampilannya juga sangat keren.Untuk fitur juga banyak dan gampang dipakai.Worth it banget deh untuk mempermudah semua transaksi.Tampilan warnanya ga monoton bikin hati seneng liatnya.Mantep dehhðŸ‘ðŸ»ðŸ‘ðŸ»",Positive,Tampilan,aplikasinya bagus tampilannya juga sangat keren Untuk fitur juga banyak dan gampang dipakai Worth it banget deh untuk mempermudah semua transaksi Tampilan warnanya ga monoton bikin hati seneng liatnya Mantep dehh,aplikasinya bagus tampilannya juga sangat keren untuk fitur juga banyak dan gampang dipakai worth it banget deh untuk mempermudah semua transaksi tampilan warnanya ga monoton bikin hati seneng liatnya mantep dehh,aplikasinya bagus tampilannya juga sangat keren untuk fitur juga banyak dan gampang dipakai worth itu banget saja untuk mempermudah semua transaksi tampilan warnanya tidak monoton membuat hati senang lihatnya mantap deh,bagus tampilannya sangat keren fitur gampang dipakai worth banget mempermudah transaksi tampilan warnanya tidak monoton hati senang lihatnya mantap deh,"['bagus', 'tampilannya', 'sangat', 'keren', 'fitur', 'gampang', 'dipakai', 'worth', 'banget', 'mempermudah', 'transaksi', 'tampilan', 'warnanya', 'tidak', 'monoton', 'hati', 'senang', 'lihatnya', 'mantap', 'deh']",bagus tampilannya sangat keren fitur gampang dipakai worth banget mempermudah transaksi tampilan warnanya tidak monoton hati senang lihatnya mantap deh,"['bagus', 'tampil', 'sangat', 'keren', 'fitur', 'gampang', 'pakai', 'worth', 'banget', 'mudah', 'transaksi', 'tampilan', 'warna', 'tidak', 'monoton', 'hati', 'senang', 'lihat', 'mantap', 'deh']"
"Aplikasi wondr simpel bgt, gampang registernya. UI nya sangat menarik guys semoga semakin banyak fiturnya",Positive,Tampilan,Aplikasi wondr simpel bgt gampang registernya UI nya sangat menarik guys semoga semakin banyak fiturnya,aplikasi wondr simpel bgt gampang registernya ui nya sangat menarik guys semoga semakin banyak fiturnya,aplikasi wondr simpel banget gampang registernya ui ya sangat menarik guys semoga semakin banyak fiturnya,simpel banget gampang registernya ui sangat menarik guys semoga fiturnya,"['simpel', 'banget', 'gampang', 'registernya', 'ui', 'sangat', 'menarik', 'guys', 'semoga', 'fiturnya']",simpel banget gampang registernya ui sangat menarik guys semoga fiturnya,"['simpel', 'banget', 'gampang', 'register', 'ui', 'sangat', 'menarik', 'guys', 'moga', 'fiturnya']"
"Saya juga sudah instal, wow lumayan keren tampilannya, fitur juga lengkap. Semakin memudahkan Kita untuk berbagai keperluan transaksi,sejauh ini lancar lancar saja. semoga semakin baik ðŸ‘",Positive,Tampilan,Saya juga sudah instal wow lumayan keren tampilannya fitur juga lengkap Semakin memudahkan Kita untuk berbagai keperluan transaksi sejauh ini lancar lancar saja semoga semakin baik,saya juga sudah instal wow lumayan keren tampilannya fitur juga lengkap semakin memudahkan kita untuk berbagai keperluan transaksi sejauh ini lancar lancar saja semoga semakin baik,saya juga sudah install wah lumayan keren tampilannya fitur juga lengkap semakin memudahkan kita untuk berbagai keperluan transaksi sejauh ini lancar lancar saja semoga semakin baik,install lumayan keren tampilannya fitur lengkap memudahkan keperluan transaksi lancar lancar semoga baik,"['install', 'lumayan', 'keren', 'tampilannya', 'fitur', 'lengkap', 'memudahkan', 'keperluan', 'transaksi', 'lancar', 'lancar', 'semoga', 'baik']",install lumayan keren tampilannya fitur lengkap memudahkan keperluan transaksi lancar lancar semoga baik,"['install', 'lumayan', 'keren', 'tampil', 'fitur', 'lengkap', 'mudah', 'perlu', 'transaksi', 'lancar', 'lancar', 'moga', 'baik']"
Saya suka menu tampilanya mudah diakses,Positive,Tampilan,Saya suka menu tampilanya mudah diakses,saya suka menu tampilanya mudah diakses,saya sering menu tampilan mudah diakses,sering menu tampilan mudah diakses,"['sering', 'menu', 'tampilan', 'mudah', 'diakses']",sering menu tampilan mudah diakses,"['sering', 'menu', 'tampilan', 'mudah', 'akses']"
Lebih simpel,Positive,Tampilan,Lebih simpel,lebih simpel,lebih simpel,lebih simpel,"['lebih', 'simpel']",lebih simpel,"['lebih', 'simpel']"
Semakin menarik dan praktis,Positive,Tampilan,Semakin menarik dan praktis,semakin menarik dan praktis,semakin menarik dan praktis,menarik praktis,"['menarik', 'praktis']",menarik praktis,"['menarik', 'praktis']"
Gajelqs udh kelar dftr tp balikbalik mulu ke tampilan awal pdhl dah isi pswd dll tinggal login aps.,Negative,Tampilan,Gajelqs udh kelar dftr tp balikbalik mulu ke tampilan awal pdhl dah isi pswd dll tinggal login aps,gajelqs udh kelar dftr tp balikbalik mulu ke tampilan awal pdhl dah isi pswd dll tinggal login aps,tidak jelas sudah kelar daftar tapi balikbalik melulu ke tampilan awal padahal sudah isi password dll tinggal login aps,tidak kelar daftar balikbalik melulu tampilan isi password dll tinggal login aps,"['tidak', 'kelar', 'daftar', 'balikbalik', 'melulu', 'tampilan', 'isi', 'password', 'dll', 'tinggal', 'login', 'aps']",tidak kelar daftar balikbalik melulu tampilan isi password dll tinggal login aps,"['tidak', 'kelar', 'daftar', 'balikbalik', 'melulu', 'tampilan', 'isi', 'password', 'dll', 'tinggal', 'login', 'aps']"
